stationID,date,time,PM2_5,PM10,O3,CO,NO2,SO2
18t,01/03/2019,00:00:00,22,36,-,-,-,-
18t,01/03/2019,01:00:00,25,39,44,0.02,3,2
18t,01/03/2019,02:00:00,22,36,44,0.03,4,2
18t,01/03/2019,03:00:00,24,34,39,0.05,6,-
18t,01/03/2019,04:00:00,24,40,33,0.12,10,-
18t,01/03/2019,05:00:00,24,40,29,0.18,14,-
18t,01/03/2019,06:00:00,29,41,21,0.35,27,-
18t,01/03/2019,07:00:00,33,53,26,0.36,23,1
18t,01/03/2019,08:00:00,28,54,37,0.16,12,-
18t,01/03/2019,09:00:00,28,43,42,0.07,6,-
18t,01/03/2019,10:00:00,22,38,40,0.08,5,-
18t,01/03/2019,11:00:00,27,36,42,0.04,5,-
18t,01/03/2019,12:00:00,19,33,43,0.06,5,-
18t,01/03/2019,13:00:00,22,34,45,0.02,3,-
18t,01/03/2019,14:00:00,22,39,-,-,-,-
18t,01/03/2019,15:00:00,22,33,40,-,-,-
18t,01/03/2019,16:00:00,22,34,-,-,-,-
18t,01/03/2019,17:00:00,28,33,-,0.1,7,-
18t,01/03/2019,18:00:00,23,46,28,0.19,12,-
18t,01/03/2019,19:00:00,20,43,31,0.17,11,-
18t,01/03/2019,20:00:00,24,43,30,0.14,10,-
18t,01/03/2019,21:00:00,24,42,31,0.08,6,-
18t,01/03/2019,22:00:00,24,38,34,0.06,3,-
18t,01/03/2019,23:00:00,19,35,33,0.05,4,-
18t,02/03/2019,00:00:00,20,34,36,0.05,3,-
18t,02/03/2019,01:00:00,22,35,-,-,-,-
18t,02/03/2019,02:00:00,22,34,43,0.07,4,1
18t,02/03/2019,03:00:00,28,39,41,0.13,8,-
18t,02/03/2019,04:00:00,28,44,37,0.14,9,-
18t,02/03/2019,05:00:00,29,42,34,0.19,12,-
18t,02/03/2019,06:00:00,29,47,33,0.18,12,-
18t,02/03/2019,07:00:00,33,48,36,0.15,9,-
18t,02/03/2019,08:00:00,28,42,38,0.08,9,-
18t,02/03/2019,09:00:00,20,43,41,0.08,5,-
18t,02/03/2019,10:00:00,23,37,35,0.06,8,-
18t,02/03/2019,11:00:00,25,38,39,0.09,7,-
18t,02/03/2019,12:00:00,26,39,40,0.07,4,-
18t,02/03/2019,13:00:00,26,36,42,0.05,3,-
18t,02/03/2019,14:00:00,23,36,43,0.06,3,-
18t,02/03/2019,15:00:00,23,38,39,0.07,5,-
18t,02/03/2019,16:00:00,25,40,37,0.07,5,-
18t,02/03/2019,17:00:00,27,39,30,0.16,9,-
18t,02/03/2019,18:00:00,28,43,24,0.23,14,-
18t,02/03/2019,19:00:00,12,47,23,0.25,18,-
18t,02/03/2019,20:00:00,16,44,28,0.15,11,1
18t,02/03/2019,21:00:00,7,38,30,0.1,8,-
18t,02/03/2019,22:00:00,17,37,31,0.06,6,-
18t,02/03/2019,23:00:00,18,37,35,0.04,4,-
18t,03/03/2019,00:00:00,20,33,39,0.05,3,-
18t,03/03/2019,01:00:00,17,38,41,0.04,2,-
18t,03/03/2019,02:00:00,22,36,-,-,-,-
18t,03/03/2019,03:00:00,21,37,39,0.04,4,-
18t,03/03/2019,04:00:00,27,36,34,0.05,4,-
18t,03/03/2019,05:00:00,21,37,35,0.05,5,-
18t,03/03/2019,06:00:00,24,38,35,0.06,6,1
18t,03/03/2019,07:00:00,25,36,35,0.06,6,1
18t,03/03/2019,08:00:00,26,38,34,0.19,6,1
18t,03/03/2019,09:00:00,25,36,35,0.15,5,-
18t,03/03/2019,10:00:00,25,38,37,0.04,4,-
18t,03/03/2019,11:00:00,18,37,34,0.41,9,-
18t,03/03/2019,12:00:00,23,46,35,0.54,9,1
18t,03/03/2019,13:00:00,24,49,40,0.23,3,-
18t,03/03/2019,14:00:00,24,39,39,0.71,5,-
18t,03/03/2019,15:00:00,18,55,39,0.24,4,-
18t,03/03/2019,16:00:00,13,40,32,0.05,5,-
18t,03/03/2019,17:00:00,21,33,26,0.13,9,-
18t,03/03/2019,18:00:00,20,38,23,0.16,10,-
18t,03/03/2019,19:00:00,14,38,26,0.1,7,-
18t,03/03/2019,20:00:00,9,33,28,0.05,6,-
18t,03/03/2019,21:00:00,19,31,27,0.07,7,-
18t,03/03/2019,22:00:00,13,33,28,0.03,5,-
18t,03/03/2019,23:00:00,9,29,30,0.01,3,-
18t,04/03/2019,00:00:00,16,32,31,0.01,3,-
18t,04/03/2019,01:00:00,16,28,32,-,2,-
18t,04/03/2019,02:00:00,14,31,33,-,2,-
18t,04/03/2019,03:00:00,14,24,-,-,-,-
18t,04/03/2019,04:00:00,18,32,30,0.05,5,-
18t,04/03/2019,05:00:00,19,32,26,0.1,9,-
18t,04/03/2019,06:00:00,24,37,26,0.13,11,-
18t,04/03/2019,07:00:00,12,36,29,0.12,9,-
18t,04/03/2019,08:00:00,20,37,31,0.1,7,-
18t,04/03/2019,09:00:00,22,35,33,-,-,-
18t,04/03/2019,10:00:00,15,48,32,0.05,6,-
18t,04/03/2019,11:00:00,21,31,32,0.04,6,-
18t,04/03/2019,12:00:00,21,36,34,0.03,4,-
18t,04/03/2019,13:00:00,24,29,33,0.02,4,-
18t,04/03/2019,14:00:00,19,31,33,0.03,5,-
18t,04/03/2019,15:00:00,20,31,32,0.03,4,-
18t,04/03/2019,16:00:00,17,34,29,0.06,7,-
18t,04/03/2019,17:00:00,23,36,28,0.11,9,-
18t,04/03/2019,18:00:00,20,34,25,0.15,14,-
18t,04/03/2019,19:00:00,21,42,29,0.14,11,-
18t,04/03/2019,20:00:00,23,38,33,0.09,10,1
18t,04/03/2019,21:00:00,-,32,34,0.08,9,-
18t,04/03/2019,22:00:00,26,34,39,0.04,5,-
18t,04/03/2019,23:00:00,9,31,48,0.06,3,-
18t,05/03/2019,00:00:00,-,29,50,0.06,5,2
18t,05/03/2019,01:00:00,11,41,51,0.06,3,2
18t,05/03/2019,02:00:00,16,37,50,0.06,3,1
18t,05/03/2019,03:00:00,7,39,22,0.17,28,7
18t,05/03/2019,04:00:00,27,46,-,-,-,-
18t,05/03/2019,05:00:00,18,42,24,0.18,16,3
18t,05/03/2019,06:00:00,-,44,21,0.34,24,1
18t,05/03/2019,07:00:00,32,53,27,0.34,18,1
18t,05/03/2019,08:00:00,8,51,35,0.19,13,1
18t,05/03/2019,09:00:00,15,44,43,0.13,12,-
18t,05/03/2019,10:00:00,22,41,49,0.11,5,-
18t,05/03/2019,11:00:00,-,-,50,0.1,6,1
18t,05/03/2019,12:00:00,-,-,52,0.09,4,-
18t,05/03/2019,13:00:00,20,36,50,0.08,4,-
18t,05/03/2019,14:00:00,23,31,48,0.08,5,-
18t,05/03/2019,15:00:00,22,36,43,0.11,8,-
18t,05/03/2019,16:00:00,27,37,44,0.16,10,1
18t,05/03/2019,17:00:00,29,41,42,0.18,11,-
18t,05/03/2019,18:00:00,28,42,44,0.18,13,1
18t,05/03/2019,19:00:00,-,45,38,0.2,13,1
18t,05/03/2019,20:00:00,15,37,34,0.19,13,1
18t,05/03/2019,21:00:00,18,35,36,0.11,10,-
18t,05/03/2019,22:00:00,13,34,39,0.05,8,1
18t,05/03/2019,23:00:00,23,33,41,0.02,5,1
18t,06/03/2019,00:00:00,26,31,46,0.04,3,-
18t,06/03/2019,01:00:00,17,25,45,0.03,3,-
18t,06/03/2019,02:00:00,-,26,43,0.04,3,-
18t,06/03/2019,03:00:00,19,24,38,0.05,4,-
18t,06/03/2019,04:00:00,22,31,32,0.1,7,-
18t,06/03/2019,05:00:00,31,42,-,-,-,-
18t,06/03/2019,06:00:00,39,58,7,0.24,32,8
18t,06/03/2019,07:00:00,49,72,8,0.33,26,6
18t,06/03/2019,08:00:00,41,64,14,0.39,26,6
18t,06/03/2019,09:00:00,49,65,32,0.36,26,6
18t,06/03/2019,10:00:00,48,70,50,0.15,11,2
18t,06/03/2019,11:00:00,37,49,48,0.13,7,1
18t,06/03/2019,12:00:00,36,43,56,0.11,6,2
18t,06/03/2019,13:00:00,37,48,55,0.11,9,2
18t,06/03/2019,14:00:00,34,41,57,0.11,5,1
18t,06/03/2019,15:00:00,34,41,48,0.08,4,1
18t,06/03/2019,16:00:00,32,39,35,0.1,8,1
18t,06/03/2019,17:00:00,28,33,26,0.14,11,1
18t,06/03/2019,18:00:00,23,31,24,0.14,12,1
18t,06/03/2019,19:00:00,20,33,28,-,6,1
18t,06/03/2019,20:00:00,16,22,31,0.01,5,-
18t,06/03/2019,21:00:00,17,26,24,0.05,8,1
18t,06/03/2019,22:00:00,17,30,26,0.02,5,-
18t,06/03/2019,23:00:00,16,25,29,-,3,-
18t,07/03/2019,00:00:00,17,21,30,-,3,-
18t,07/03/2019,01:00:00,12,18,30,-,3,-
18t,07/03/2019,02:00:00,12,17,29,-,3,-
18t,07/03/2019,03:00:00,14,19,27,-,4,-
18t,07/03/2019,04:00:00,10,17,27,-,4,-
18t,07/03/2019,05:00:00,15,21,22,0.04,6,-
18t,07/03/2019,06:00:00,17,23,-,-,-,-
18t,07/03/2019,07:00:00,16,27,22,0.08,8,3
18t,07/03/2019,08:00:00,17,28,26,0.02,5,1
18t,07/03/2019,09:00:00,17,23,24,-,6,-
18t,07/03/2019,10:00:00,15,20,25,-,8,1
18t,07/03/2019,11:00:00,18,22,27,0.01,8,1
18t,07/03/2019,12:00:00,17,22,29,-,6,1
18t,07/03/2019,13:00:00,15,18,31,0.01,4,-
18t,07/03/2019,14:00:00,16,22,31,-,4,1
18t,07/03/2019,15:00:00,12,16,28,-,6,3
18t,07/03/2019,16:00:00,12,16,30,-,3,-
18t,07/03/2019,17:00:00,19,20,29,0.04,6,-
18t,07/03/2019,18:00:00,16,23,19,0.17,14,2
18t,07/03/2019,19:00:00,21,30,14,0.24,20,2
18t,07/03/2019,20:00:00,21,39,15,0.15,17,1
18t,07/03/2019,21:00:00,20,29,21,-,9,1
18t,07/03/2019,22:00:00,16,24,21,-,9,1
18t,07/03/2019,23:00:00,14,17,19,0.03,10,1
18t,08/03/2019,00:00:00,20,25,22,0.04,8,1
18t,08/03/2019,01:00:00,11,18,24,0.03,6,1
18t,08/03/2019,02:00:00,16,26,26,0.01,6,1
18t,08/03/2019,03:00:00,18,22,25,-,7,-
18t,08/03/2019,04:00:00,20,22,23,0.04,9,1
18t,08/03/2019,05:00:00,20,29,18,0.13,13,1
18t,08/03/2019,06:00:00,21,28,13,0.29,19,2
18t,08/03/2019,07:00:00,24,39,-,-,-,-
18t,08/03/2019,08:00:00,18,34,27,0.08,9,1
18t,08/03/2019,09:00:00,17,27,28,0.01,6,-
18t,08/03/2019,10:00:00,21,22,29,0.05,7,1
18t,08/03/2019,11:00:00,19,22,29,-,5,-
18t,08/03/2019,12:00:00,15,21,32,-,3,-
